fileid;commit_hash;modified;file_modified;CBO;WMC;DIT;NOC;RFC;LCOM;LOC;Type1;Type2;Type3;Type4;Type5;Type
444;9e4243bc7;2504;23;4.921;15.952;1.559;0.106;17.78;55;15638;0;0;0;0;1;Type5
445;f57b90c1;0;0;3.984;11.988;1.471;0.107;13.025;24;11494;1;0;0;0;0;Type1
446;6558c0654;1;1;3.992;12.025;1.471;0.107;13.082;24;11533;1;0;0;0;0;Type1
447;8725bb1e;0;0;3.992;12.025;1.471;0.107;13.102;24;11538;1;0;0;0;0;Type1
448;a3ba935a5;0;0;3.866;12.055;1.42;0.101;12.529;26;11075;1;0;0;0;0;Type1
449;957331299;83;1;3.861;12.021;1.42;0.101;12.466;25;11052;1;0;0;0;0;Type1
450;8c176e742;0;0;3.878;12.059;1.422;0.101;12.506;26;11040;1;0;0;0;0;Type1
451;f9e1dbd48;0;0;3.878;12.059;1.422;0.101;12.506;26;11040;1;0;0;0;0;Type1
452;98d5ff79e;1304;21;3.878;12.059;1.422;0.101;12.506;26;11040;0;0;1;0;0;Type3
453;f3d8ba219;48;1;3.984;11.959;1.471;0.107;13.016;24;11473;1;0;0;0;0;Type1
454;31284feb9;878;18;3.992;12.025;1.471;0.107;13.098;24;11536;0;1;0;0;0;Type2
455;2d367e757;35;1;3.996;11.836;1.471;0.107;12.971;24;11394;1;0;0;0;0;Type1
456;5c3a771e;0;0;3.996;11.873;1.471;0.107;12.98;24;11412;1;0;0;0;0;Type1
457;d70900e5a;16;1;3.988;11.906;1.471;0.107;12.988;24;11434;1;0;0;0;0;Type1
458;dd5c1787f;217;2;3.988;11.91;1.471;0.107;12.996;24;11439;1;0;0;0;0;Type1
459;86d20b872;569;19;3.996;11.836;1.471;0.107;12.971;24;11394;0;1;0;0;0;Type2
460;7e17b5c31;917;21;3.963;12.163;1.467;0.102;13.187;25;11712;0;1;0;0;0;Type2
461;07903b858;0;0;3.908;12.092;1.424;0.105;12.559;25;11122;1;0;0;0;0;Type1
462;05be1480d;0;0;3.908;12.092;1.424;0.105;12.559;25;11122;1;0;0;0;0;Type1
463;7c089c96d;0;0;3.908;12.118;1.424;0.105;12.559;25;11137;1;0;0;0;0;Type1
464;fd0476726;0;0;3.903;12.118;1.424;0.105;12.626;26;11153;1;0;0;0;0;Type1
465;ed30cd7b5;0;0;3.903;12.118;1.424;0.105;12.626;26;11153;1;0;0;0;0;Type1
466;015f658d1;0;0;3.996;12.193;1.43;0.102;13.152;25;11659;1;0;0;0;0;Type1
467;1387ed31;0;0;3.996;12.184;1.43;0.102;13.16;25;11658;1;0;0;0;0;Type1
468;4e77a7c3;0;0;3.996;11.709;1.471;0.107;12.91;24;11307;1;0;0;0;0;Type1
469;74e5228a0;4;1;4.982;15.761;1.58;0.111;17.951;51;15491;1;0;0;0;0;Type1
470;b28f1a479;0;0;3.996;11.709;1.471;0.107;12.914;24;11308;1;0;0;0;0;Type1
471;2b9483b6e;0;0;4.016;12.22;1.467;0.102;13.199;25;11763;1;0;0;0;0;Type1
472;91f18dff2;0;0;3.996;12.176;1.463;0.102;13.143;25;11646;1;0;0;0;0;Type1
473;71eb3c3ab;0;0;3.996;12.18;1.463;0.102;13.152;25;11651;1;0;0;0;0;Type1
474;563713081;95;9;3.971;11.959;1.469;0.102;13.008;24;11506;1;0;0;0;0;Type1
475;e2fec88f5;132;4;3.976;12;1.469;0.102;13.069;24;11554;1;0;0;0;0;Type1
476;08ad60032;20;4;3.996;12.029;1.469;0.102;13.122;24;11578;1;0;0;0;0;Type1
477;4fa57be5;0;0;3.976;11.951;1.469;0.102;13.004;24;11497;1;0;0;0;0;Type1
478;9215c0667;48;4;4.004;12.037;1.469;0.102;13.135;24;11586;1;0;0;0;0;Type1
479;4659c6f98;12;2;4.004;12.045;1.469;0.102;13.143;25;11599;1;0;0;0;0;Type1
480;59ec660c9;250;8;4.004;12.041;1.469;0.102;13.139;24;11594;1;0;0;0;0;Type1
481;6398cde1;0;0;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
482;3d4799591;20;5;3.971;11.955;1.469;0.102;13;24;11503;1;0;0;0;0;Type1
483;82d3985f6;5;1;3.971;11.955;1.469;0.102;13;24;11503;1;0;0;0;0;Type1
484;f5f478ced;0;0;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
485;2893c2d64;250;11;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
486;243fc6876;28;3;4.012;12.261;1.469;0.102;13.294;25;11767;1;0;0;0;0;Type1
487;de412656e;10;2;4;12.041;1.469;0.102;13.139;25;11602;1;0;0;0;0;Type1
488;8e4ce4cfd;10;2;4.004;12.045;1.469;0.102;13.143;25;11599;1;0;0;0;0;Type1
489;7a535d9c4;4;1;4.004;12.045;1.469;0.102;13.143;25;11605;1;0;0;0;0;Type1
490;8d995d73f;62;5;4.004;12.049;1.469;0.102;13.143;25;11602;1;0;0;0;0;Type1
491;5d88f09a;0;0;4.012;12.282;1.469;0.102;13.302;25;11792;1;0;0;0;0;Type1
492;baa8a6e8a;0;0;4.004;12.053;1.469;0.102;13.147;25;11608;1;0;0;0;0;Type1
493;1a7eaaf8b;2;1;3.967;12.033;1.467;0.102;13.111;25;11537;1;0;0;0;0;Type1
494;9c583829d;2;1;3.967;12.053;1.467;0.102;13.123;25;11543;1;0;0;0;0;Type1
495;28c85493;0;0;3.967;12.074;1.467;0.102;13.143;25;11556;1;0;0;0;0;Type1
496;f47165db6;2;1;3.975;12.266;1.467;0.102;13.262;25;11730;1;0;0;0;0;Type1
497;2ddbf0133;0;0;3.975;12.27;1.467;0.102;13.262;25;11737;1;0;0;0;0;Type1
498;723393227;10;1;3.988;12.365;1.467;0.102;13.357;25;11809;1;0;0;0;0;Type1
499;fa0678f5b;12;1;3.984;12.348;1.467;0.102;13.332;25;11794;1;0;0;0;0;Type1
500;e731fe026;0;0;4.92;16.498;1.56;0.107;18.329;57;15927;1;0;0;0;0;Type1
501;d8470e59f;0;0;3.988;12.381;1.467;0.102;13.344;25;11821;1;0;0;0;0;Type1
502;4c6d2f4a8;7;1;3.976;12.256;1.467;0.106;13.22;25;11812;1;0;0;0;0;Type1
503;b5223cc57;0;0;3.971;11.56;1.473;0.095;12.733;23;11142;1;0;0;0;0;Type1
504;84ede60df;5;1;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
505;7d27c43ff;5;1;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
506;821ee53d4;0;0;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
507;92723791;0;0;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
508;58e2e68d;0;0;3.967;11.56;1.473;0.095;12.728;23;11142;1;0;0;0;0;Type1
509;ec2e9a642;29;9;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
510;46dfd7603;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
511;bd7e76533;20;6;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
512;72a1d928b;2;1;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
513;4d579f765;4;2;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
514;fca863f32;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
515;53e456936;0;0;4.956;15.664;1.58;0.097;17.73;49;15440;1;0;0;0;0;Type1
516;0def10443;2;1;3.967;11.56;1.473;0.095;12.733;23;11142;1;0;0;0;0;Type1
517;5c097c03;0;0;3.967;11.56;1.473;0.095;12.728;23;11142;1;0;0;0;0;Type1
518;8b5a900ae;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
519;4e8423852;7;2;4.956;15.695;1.58;0.097;17.743;49;15461;1;0;0;0;0;Type1
520;af7005321;49;3;4;11.741;1.473;0.088;12.891;23;11102;1;0;0;0;0;Type1
521;650840381;6;1;4;11.728;1.473;0.088;12.891;23;11095;1;0;0;0;0;Type1
522;363777f0;0;0;3.983;11.538;1.471;0.088;12.664;22;10900;1;0;0;0;0;Type1
523;8eae64181;177;1;3.983;11.534;1.471;0.088;12.655;22;10896;1;0;0;0;0;Type1
524;5b690b9b9;32;3;4;11.749;1.473;0.088;12.9;23;11117;1;0;0;0;0;Type1
525;611ed081b;181;1;4;11.655;1.471;0.088;12.815;22;11002;1;0;0;0;0;Type1
526;d115f44a3;4;1;3.983;11.542;1.471;0.088;12.668;22;10905;1;0;0;0;0;Type1
527;3f7463176;89;2;3.979;11.536;1.469;0.088;12.678;22;10948;1;0;0;0;0;Type1
528;894b1abd8;793;19;4.023;11.954;1.465;0.097;13.677;23;10407;0;1;0;0;0;Type2
529;4266b3a70;0;0;4.032;12.073;1.472;0.101;13.697;24;10522;1;0;0;0;0;Type1
530;ba302ee9;0;0;3.975;11.517;1.471;0.092;12.688;21;10980;1;0;0;0;0;Type1
531;4d6385ab6;1453;22;3.983;11.517;1.471;0.092;12.63;22;10881;0;0;1;0;0;Type3
532;492553cde;744;19;4.037;12.096;1.472;0.101;13.761;24;10542;0;1;0;0;0;Type2
533;5f12bb9a3;0;0;3.992;11.564;1.47;0.093;12.729;22;10841;1;0;0;0;0;Type1
534;1062307c5;0;0;3.996;11.532;1.473;0.093;12.696;22;10859;1;0;0;0;0;Type1
535;ad503bce6;77;1;3.983;11.538;1.471;0.092;12.693;22;10903;1;0;0;0;0;Type1
536;0a99f9e;0;0;3.983;11.538;1.471;0.092;12.693;22;10903;1;0;0;0;0;Type1
537;5b6adec95;55;3;3.996;11.585;1.47;0.093;12.754;22;10860;1;0;0;0;0;Type1
538;39f396e55;47;1;4;11.589;1.47;0.093;12.784;22;10883;1;0;0;0;0;Type1
539;323bd64a6;0;0;4;11.585;1.47;0.093;12.78;22;10880;1;0;0;0;0;Type1
540;bb41ad791;6;2;4;11.585;1.47;0.093;12.78;22;10880;1;0;0;0;0;Type1
541;76f4668f0;0;0;4;11.593;1.47;0.093;12.784;22;10886;1;0;0;0;0;Type1
542;219131512;7;1;4;11.593;1.47;0.093;12.784;22;10886;1;0;0;0;0;Type1
543;b70a7d088;65;7;4.008;11.64;1.47;0.093;12.792;22;10927;1;0;0;0;0;Type1
544;bbac9dbd;0;0;4.004;11.602;1.47;0.093;12.801;22;10893;1;0;0;0;0;Type1
545;93fc220c5;22;3;4.004;11.602;1.47;0.093;12.797;22;10893;1;0;0;0;0;Type1
546;5bbb9054d;8;3;4.008;11.593;1.47;0.093;12.797;22;10889;1;0;0;0;0;Type1
547;f8621b042;0;0;4.008;11.619;1.47;0.093;12.809;22;10917;1;0;0;0;0;Type1
548;52c829fb0;57;6;4.013;11.648;1.47;0.093;12.805;23;10935;1;0;0;0;0;Type1
549;d0f8037f6;0;0;4.013;11.602;1.47;0.093;12.801;22;10892;1;0;0;0;0;Type1
550;59a57a931;57;6;4.008;11.597;1.47;0.093;12.792;22;10889;1;0;0;0;0;Type1
551;27b99860b;16;1;3.974;11.573;1.474;0.094;12.718;22;10767;1;0;0;0;0;Type1
552;212825eb5;0;0;3.927;11.526;1.474;0.094;12.688;22;10723;1;0;0;0;0;Type1
553;f111905da;38;2;3.927;11.526;1.474;0.094;12.705;22;10724;1;0;0;0;0;Type1
554;627d4fb53;64;5;3.974;11.607;1.474;0.094;12.731;22;10797;1;0;0;0;0;Type1
555;534d62653;2;1;4.008;11.619;1.47;0.093;12.78;22;10916;1;0;0;0;0;Type1
556;2374d9d1b;22;1;3.896;11.678;1.474;0.091;12.957;22;10698;1;0;0;0;0;Type1
557;040caad12;27;1;3.883;11.683;1.474;0.091;12.97;22;10700;1;0;0;0;0;Type1
558;108937857;0;0;3.9;11.641;1.472;0.091;12.931;22;10753;1;0;0;0;0;Type1
559;86441e434;5;1;4.949;16.065;1.575;0.093;18.533;51;15127;1;0;0;0;0;Type1
560;b3d01d828;130;5;3.886;11.807;1.478;0.092;13.092;23;10751;1;0;0;0;0;Type1
561;794ef806f;117;5;3.974;11.54;1.472;0.094;12.655;22;10781;1;0;0;0;0;Type1
562;ac570c50b;0;0;3.898;11.912;1.482;0.093;13.204;23;10740;1;0;0;0;0;Type1
563;20bc29715;0;0;3.898;11.898;1.482;0.093;13.19;23;10734;1;0;0;0;0;Type1
564;8ffbe0543;560;6;4.008;11.619;1.47;0.093;12.78;22;10916;0;1;0;0;0;Type2
565;246cf6edd;0;0;3.92;11.933;1.484;0.093;13.267;23;10735;1;0;0;0;0;Type1
566;8fa45a3a0;9;1;3.915;11.978;1.487;0.094;13.295;23;10710;1;0;0;0;0;Type1
567;3bce82092;0;0;3.95;12.063;1.491;0.095;13.405;23;10712;1;0;0;0;0;Type1
568;8d27171b7;9;1;3.95;12.063;1.491;0.095;13.405;23;10712;1;0;0;0;0;Type1
569;62882e0a4;108;5;3.913;11.641;1.472;0.091;12.948;22;10752;1;0;0;0;0;Type1
570;950d88dcb;53;4;3.974;11.557;1.472;0.094;12.664;22;10799;1;0;0;0;0;Type1
571;4aec8997e;0;0;3.974;11.54;1.472;0.094;12.655;22;10781;1;0;0;0;0;Type1
572;b96b2508d;117;5;3.974;11.54;1.472;0.094;12.655;22;10781;1;0;0;0;0;Type1
573;397f4e81e;0;0;3.95;12.068;1.491;0.095;13.41;23;10714;1;0;0;0;0;Type1
574;d4a12205f;0;0;3.95;12.095;1.491;0.095;13.428;23;10733;1;0;0;0;0;Type1
575;8dd9a3e99;18;2;3.955;12.09;1.491;0.095;13.423;23;10727;1;0;0;0;0;Type1
576;b4efa5589;0;0;3.95;12.068;1.491;0.095;13.41;23;10714;1;0;0;0;0;Type1
577;b99d55ba9;6;2;3.955;12.109;1.475;0.095;13.52;23;10721;1;0;0;0;0;Type1
578;9d904dad3;2;1;3.955;12.109;1.475;0.095;13.489;23;10720;1;0;0;0;0;Type1
579;418e3def1;8;2;3.955;12.104;1.475;0.095;13.52;23;10718;1;0;0;0;0;Type1
580;0ee0fcc01;0;0;3.955;12.109;1.475;0.095;13.484;23;10719;1;0;0;0;0;Type1
581;99fe051c4;0;0;3.955;12.113;1.475;0.095;13.489;23;10721;1;0;0;0;0;Type1
582;8fd17d44a;0;0;3.955;12.109;1.475;0.095;13.489;23;10720;1;0;0;0;0;Type1
583;62511c088;0;0;3.955;12.109;1.475;0.095;13.489;23;10720;1;0;0;0;0;Type1
584;4b59dbae2;0;0;3.955;12.113;1.475;0.095;13.502;23;10720;1;0;0;0;0;Type1
585;2988136f9;0;0;3.955;12.113;1.475;0.095;13.502;23;10720;1;0;0;0;0;Type1
586;d2a251c06;0;0;3.955;12.104;1.475;0.095;13.52;23;10717;1;0;0;0;0;Type1
587;f58f8d3c4;0;0;3.955;12.104;1.475;0.095;13.525;23;10717;1;0;0;0;0;Type1
588;3092e03be;0;0;3.955;12.113;1.475;0.095;13.516;23;10719;1;0;0;0;0;Type1
589;2f3a561c6;0;0;3.955;12.113;1.475;0.095;13.502;23;10720;1;0;0;0;0;Type1
590;4ccf9bbd9;5;1;3.955;12.122;1.475;0.095;13.525;23;10729;1;0;0;0;0;Type1
591;0b4c4bbcf;0;0;3.955;12.131;1.475;0.095;13.538;23;10737;1;0;0;0;0;Type1
592;e7d85d8b6;117;7;4.023;11.959;1.465;0.097;13.668;23;10403;1;0;0;0;0;Type1
593;d7143d685;0;0;4.005;11.923;1.466;0.1;13.543;23;10551;1;0;0;0;0;Type1
594;ec4787a92;0;0;3.995;11.799;1.466;0.1;13.452;23;10363;1;0;0;0;0;Type1
595;5bc96652e;0;0;3.995;11.799;1.466;0.1;13.457;23;10353;1;0;0;0;0;Type1
596;3ccb2d97e;0;0;3.995;11.799;1.466;0.1;13.457;23;10353;1;0;0;0;0;Type1
597;99f6043ce;123;7;4.023;11.959;1.465;0.097;13.668;23;10403;1;0;0;0;0;Type1
598;afc0e0240;0;0;3.955;12.131;1.475;0.095;13.548;23;10740;1;0;0;0;0;Type1
599;fd1b598ea;16;1;3.968;11.864;1.464;0.095;13.445;23;10472;1;0;0;0;0;Type1
600;2397e1e8;0;0;3.959;11.868;1.464;0.095;13.432;23;10482;1;0;0;0;0;Type1
601;3f79d129b;2;1;3.95;11.823;1.464;0.095;13.391;23;10459;1;0;0;0;0;Type1
602;0a0d3c88e;7;1;3.95;11.827;1.464;0.095;13.391;23;10460;1;0;0;0;0;Type1
603;7adeef1ee;8;1;3.95;11.836;1.464;0.095;13.391;23;10462;1;0;0;0;0;Type1
604;b6132e853;33;4;3.95;11.836;1.464;0.095;13.4;23;10463;1;0;0;0;0;Type1
605;4b7c7e886;2;1;3.968;11.864;1.464;0.095;13.445;23;10472;1;0;0;0;0;Type1
606;3e9a3ec74;2;1;3.977;11.868;1.464;0.095;13.464;23;10476;1;0;0;0;0;Type1
607;8309fb242;2;1;3.977;11.868;1.464;0.095;13.464;23;10476;1;0;0;0;0;Type1
608;ffba05fd3;8;1;3.977;11.859;1.464;0.095;13.464;23;10467;1;0;0;0;0;Type1
609;9ba172b0d;8;1;3.995;11.799;1.466;0.1;13.452;23;10363;1;0;0;0;0;Type1
610;56f0e9691;23;2;3.977;11.859;1.464;0.095;13.464;23;10467;1;0;0;0;0;Type1
611;feb863df;0;0;3.995;11.808;1.461;0.096;13.461;23;10368;1;0;0;0;0;Type1
612;f5f8b7f29;116;7;3.977;11.873;1.464;0.095;13.464;23;10473;1;0;0;0;0;Type1
613;be1a8403f;25;3;4;11.817;1.461;0.096;13.479;23;10372;1;0;0;0;0;Type1
614;4ae2e1f11;115;6;3.977;11.873;1.464;0.095;13.464;23;10472;1;0;0;0;0;Type1
615;745cb01ed;96;5;4.037;12.096;1.472;0.101;13.761;24;10542;1;0;0;0;0;Type1
616;9aea65bee;23;3;4.032;12.083;1.472;0.101;13.761;24;10539;1;0;0;0;0;Type1
617;4c2fca645;6;1;4.023;11.949;1.465;0.097;13.654;23;10401;1;0;0;0;0;Type1
618;e2d299807;0;0;4.028;11.949;1.465;0.097;13.654;23;10401;1;0;0;0;0;Type1
619;91c262dc0;36;3;4.009;11.872;1.461;0.096;13.543;23;10416;1;0;0;0;0;Type1
620;933bbb3a3;79;4;4.023;11.949;1.465;0.097;13.654;23;10401;1;0;0;0;0;Type1
621;3438b8669;0;0;4.032;12.083;1.472;0.101;13.761;24;10539;1;0;0;0;0;Type1
622;88ff311f;0;0;4.068;12.15;1.468;0.1;14;24;10761;1;0;0;0;0;Type1
623;6b770d019;4;1;4.023;11.949;1.465;0.097;13.668;23;10401;1;0;0;0;0;Type1
624;d3e712232;3;1;4.055;11.977;1.461;0.096;13.858;23;10550;1;0;0;0;0;Type1
625;e6f09123b;3;1;4.059;11.977;1.461;0.096;13.858;23;10550;1;0;0;0;0;Type1
626;d08932334;0;0;4.068;11.977;1.461;0.096;13.858;23;10550;1;0;0;0;0;Type1
627;6592c42d;0;0;4.027;11.973;1.461;0.096;13.785;23;10524;1;0;0;0;0;Type1
628;207128db9;0;0;4.055;11.986;1.461;0.096;13.854;23;10557;1;0;0;0;0;Type1
629;1bc994ec8;0;0;4.05;12.018;1.461;0.096;13.872;23;10603;1;0;0;0;0;Type1
630;a7d395f45;0;0;4.05;12.082;1.461;0.096;13.877;23;10645;1;0;0;0;0;Type1
631;fa77c15e8;0;0;4.05;12.014;1.461;0.096;13.881;23;10599;1;0;0;0;0;Type1
632;183e1c9ff;0;0;4.05;12.018;1.461;0.096;13.895;23;10604;1;0;0;0;0;Type1
633;58fc5a501;0;0;4.05;12.014;1.461;0.096;13.89;23;10602;1;0;0;0;0;Type1
634;1cacd7968;0;0;4.037;12.083;1.472;0.101;13.761;24;10539;1;0;0;0;0;Type1
635;43266964;0;0;4.104;12.462;1.457;0.113;14.317;26;11080;1;0;0;0;0;Type1
636;e65982505;0;0;4.976;16.029;1.587;0.102;18.714;48;13733;1;0;0;0;0;Type1
637;f0722843f;0;0;4.054;12.199;1.466;0.1;14.018;24;10838;1;0;0;0;0;Type1
638;b2235c3a4;0;0;4.054;12.199;1.466;0.1;14.018;24;10838;1;0;0;0;0;Type1
639;01d3d02a0;0;0;4.077;12.378;1.464;0.113;14.194;26;11014;1;0;0;0;0;Type1
640;842c35be3;1;1;4.077;12.387;1.464;0.113;14.23;26;11032;1;0;0;0;0;Type1
641;5bb9f87fa;0;0;4.095;12.434;1.457;0.113;14.29;26;11025;1;0;0;0;0;Type1
642;a7400216e;0;0;4.095;12.434;1.457;0.113;14.29;26;11025;1;0;0;0;0;Type1
643;7d625181f;0;0;4.104;12.443;1.457;0.113;14.271;26;11060;1;0;0;0;0;Type1
644;778f681c2;0;0;4.104;12.452;1.457;0.113;14.299;26;11066;1;0;0;0;0;Type1
645;5c8c3538e;0;0;4.104;12.462;1.457;0.113;14.299;26;11072;1;0;0;0;0;Type1
646;586e7d5fe;0;0;4.104;12.462;1.457;0.113;14.299;26;11072;1;0;0;0;0;Type1
647;0dde85e41;6;1;4.104;12.462;1.457;0.113;14.299;26;11072;1;0;0;0;0;Type1
648;7ae377d3e;0;0;4.113;12.466;1.457;0.113;14.344;26;11085;1;0;0;0;0;Type1
649;e387c23b6;7;1;5.029;16.325;1.578;0.117;19.063;50;13983;1;0;0;0;0;Type1
650;b40f54af0;0;0;4.105;12.635;1.452;0.105;14.457;27;11246;1;0;0;0;0;Type1
651;7cb144000;2;1;4.104;12.466;1.457;0.113;14.33;26;11082;1;0;0;0;0;Type1
652;678420cd4;0;0;4.113;12.466;1.457;0.113;14.339;26;11084;1;0;0;0;0;Type1
653;ffa872011;14;2;4.105;12.635;1.452;0.105;14.457;27;11246;1;0;0;0;0;Type1
654;bb629d1ba;0;0;4.105;12.648;1.452;0.105;14.479;27;11253;1;0;0;0;0;Type1
655;bc54dd8ef;0;0;4.105;12.648;1.452;0.105;14.479;27;11253;1;0;0;0;0;Type1
656;d6667dd4;0;0;4.105;12.658;1.452;0.114;14.489;28;11259;1;0;0;0;0;Type1
657;6d3ad183a;333;4;4.132;12.709;1.486;0.127;14.568;28;11367;1;0;0;0;0;Type1
658;156d5d895;2;1;4.105;12.671;1.452;0.114;14.507;28;11261;1;0;0;0;0;Type1
659;8c9169284;11;2;4.105;12.667;1.452;0.114;14.507;28;11258;1;0;0;0;0;Type1
660;6523458;0;0;4.132;12.709;1.486;0.127;14.568;28;11367;1;0;0;0;0;Type1
661;b66ed5e5d;0;0;4.132;12.714;1.486;0.127;14.568;28;11369;1;0;0;0;0;Type1
662;10bee204e;0;0;4.132;12.718;1.486;0.127;14.573;28;11377;1;0;0;0;0;Type1
663;1361bce6b;0;0;4.132;12.714;1.486;0.127;14.568;28;11369;1;0;0;0;0;Type1
664;ec4f41dd;0;0;4.156;12.876;1.491;0.128;14.739;28;11394;1;0;0;0;0;Type1
665;03f5f8ad;0;0;4.132;12.723;1.486;0.127;14.577;28;11380;1;0;0;0;0;Type1
666;82005c2;0;0;4.156;12.817;1.491;0.128;14.688;28;11350;1;0;0;0;0;Type1
